Elaboracion,Periodo,Pais,Negocio,Concepto,Clasificación,Cohort_Act,Valor,Escenario 
09-01-2025,09-01-2025,CL,PYME,AD Revenue,Recurrencia,2024,"95,302,414",Ambicion
09-01-2025,09-01-2025,CL,PYME,AD Revenue,Recurrencia,2025,"85,118,525",Ambicion
09-01-2025,09-01-2025,CL,PYME,Gross Revenue,Activacion,,"162,357,836",Ambicion
09-01-2025,09-01-2025,CL,PYME,Gross Revenue,Recurrencia,<2024,"324,146,388",Ambicion
09-01-2025,09-01-2025,CL,PYME,Gross Revenue,Recurrencia,2024,"482,118,095",Ambicion
09-01-2025,09-01-2025,CL,PYME,Gross Revenue,Recurrencia,2025,"462,071,991",Ambicion
09-01-2025,09-01-2025,CL,PYME,Cost of Fund,Activacion,,"56,825,243",Ambicion
09-01-2025,09-01-2025,CL,PYME,Cost of Fund,Recurrencia,<2024,"138,355,166",Ambicion
09-01-2025,09-01-2025,CL,PYME,Cost of Fund,Recurrencia,2024,"196,210,853",Ambicion
09-01-2025,09-01-2025,CL,PYME,Cost of Fund,Recurrencia,2025,"170,237,049",Ambicion
09-01-2025,09-01-2025,CL,PYME,Cost of Risk,Activacion,,"23,286,038",Ambicion
09-01-2025,09-01-2025,CL,PYME,Cost of Risk,Recurrencia,<2024,"40,142,333",Ambicion
09-01-2025,09-01-2025,CL,PYME,Cost of Risk,Recurrencia,2024,"65,536,999",Ambicion
09-01-2025,09-01-2025,CL,PYME,Cost of Risk,Recurrencia,2025,"66,067,169",Ambicion
09-01-2025,09-01-2025,CL,PYME,Margen Financiero,Activacion,,"105,532,593",Ambicion
09-01-2025,09-01-2025,CL,PYME,Margen Financiero,Recurrencia,<2024,"199,626,739",Ambicion
09-01-2025,09-01-2025,CL,PYME,Margen Financiero,Recurrencia,2024,"285,907,242",Ambicion
09-01-2025,09-01-2025,CL,PYME,Margen Financiero,Recurrencia,2025,"291,834,942",Ambicion
09-01-2025,09-01-2025,CL,PYME,Resultado Comercial,Activacion,,"82,246,555",Ambicion
09-01-2025,09-01-2025,CL,PYME,Resultado Comercial,Recurrencia,<2024,"159,484,406",Ambicion
09-01-2025,09-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2024,"220,370,243",Ambicion
09-01-2025,09-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2025,"225,767,773",Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,Active,<2024,697,Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,Active,2024,"1,046",Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,Active,2025,"2,096",Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,New Active,,422,Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,Old Active,<2024,697,Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,Old Active,2024,"1,046",Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,Old Active,2025,"1,674",Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,Old Operados,<2024,514,Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,Old Operados,2024,704,Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,Old Operados,2025,"1,055",Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,%OldOp/OldActive,<2024,1,Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,%OldOp/OldActive,2024,1,Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,%OldOp/OldActive,2025,1,Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,Total Operados,<2024,514,Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,Total Operados,2024,704,Ambicion
09-01-2025,10-01-2025,CL,PYME,Clientes,Total Operados,2025,"1,477",Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Churn Bruto,<2024,108,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Churn Bruto,2024,166,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Churn Bruto,2025,317,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Churn Bruto Acum.,<2024,"6,936",Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2024,"3,517",Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2025,"1,571",Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Churn Bruto Act,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Churn Bruto Rec,<2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Churn Bruto Rec,2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Churn Bruto Rec,2025,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Resucitados,<2024,73,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Resucitados,2024,89,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Resucitados,2025,100,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Churn Neto,<2024,35,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Churn Neto,2024,78,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,Churn Neto,2025,217,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,% Churn Bruto,<2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,% Churn Bruto,2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,% Churn Bruto,2025,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,% Churn Bruto Act,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,% Churn Bruto Rec,<2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2025,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,%Resurrected,<2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,%Resurrected,2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,%Resurrected,2025,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,%Churn Neto,<2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,%Churn Neto,2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Churn,%Churn Neto,2025,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Originacion,Activacion,,"6,558,056,457",Ambicion
09-01-2025,10-01-2025,CL,PYME,Originacion,Recurrencia,<2024,"14,124,428,524",Ambicion
09-01-2025,10-01-2025,CL,PYME,Originacion,Recurrencia,2024,"18,596,406,933",Ambicion
09-01-2025,10-01-2025,CL,PYME,Originacion,Recurrencia,2025,"21,554,115,237",Ambicion
09-01-2025,10-01-2025,CL,PYME,Originacion Prom,Activacion,,"15,540,418",Ambicion
09-01-2025,10-01-2025,CL,PYME,Originacion Prom,Recurrencia,<2024,"27,470,209",Ambicion
09-01-2025,10-01-2025,CL,PYME,Originacion Prom,Recurrencia,2024,"26,416,287",Ambicion
09-01-2025,10-01-2025,CL,PYME,Originacion Prom,Recurrencia,2025,"20,432,562",Ambicion
09-01-2025,10-01-2025,CL,PYME,Term,,,42,Ambicion
09-01-2025,10-01-2025,CL,PYME,Term,Recurrencia,,42,Ambicion
09-01-2025,10-01-2025,CL,PYME,Term,Activacion,,43,Ambicion
09-01-2025,10-01-2025,CL,PYME,Term,Recurrencia,<2024,42,Ambicion
09-01-2025,10-01-2025,CL,PYME,Term,Recurrencia,2024,42,Ambicion
09-01-2025,10-01-2025,CL,PYME,Term,Recurrencia,2025,42,Ambicion
09-01-2025,10-01-2025,CL,PYME,Rate All In,,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Rate All In,Recurrencia,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Rate All In,Activacion,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Rate All In,Recurrencia,<2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Rate All In,Recurrencia,2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Rate All In,Recurrencia,2025,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Int Rate,,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Int Rate,Recurrencia,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Int Rate,Activacion,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Int Rate,Recurrencia,<2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Int Rate,Recurrencia,2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Int Rate,Recurrencia,2025,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,AD Rate,,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,AD Rate,Recurrencia,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,AD Rate,Activacion,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,AD Rate,Recurrencia,<2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,AD Rate,Recurrencia,2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,AD Rate,Recurrencia,2025,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Fund Rate,,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Fund Rate,Recurrencia,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Fund Rate,Activacion,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Fund Rate,Recurrencia,<2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Fund Rate,Recurrencia,2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Fund Rate,Recurrencia,2025,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Spread,,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Spread,Recurrencia,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Spread,Activacion,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Spread,Recurrencia,<2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Spread,Recurrencia,2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Spread,Recurrencia,2025,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,NTR,,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,NTR,Recurrencia,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,NTR,Activacion,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,NTR,Recurrencia,<2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,NTR,Recurrencia,2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,NTR,Recurrencia,2025,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Risk Rate,,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Risk Rate,Recurrencia,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Risk Rate,Activacion,,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Risk Rate,Recurrencia,<2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Risk Rate,Recurrencia,2024,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Risk Rate,Recurrencia,2025,0,Ambicion
09-01-2025,10-01-2025,CL,PYME,Interest Revenue,Activacion,,"146,673,551",Ambicion
09-01-2025,10-01-2025,CL,PYME,Interest Revenue,Recurrencia,<2024,"269,032,012",Ambicion
09-01-2025,10-01-2025,CL,PYME,Interest Revenue,Recurrencia,2024,"362,196,816",Ambicion
09-01-2025,10-01-2025,CL,PYME,Interest Revenue,Recurrencia,2025,"463,267,366",Ambicion
09-01-2025,10-01-2025,CL,PYME,AD Revenue,Activacion,,"42,582,644",Ambicion
09-01-2025,10-01-2025,CL,PYME,AD Revenue,Recurrencia,<2024,"55,388,944",Ambicion
09-01-2025,10-01-2025,CL,PYME,AD Revenue,Recurrencia,2024,"89,236,897",Ambicion
09-01-2025,10-01-2025,CL,PYME,AD Revenue,Recurrencia,2025,"104,608,760",Ambicion
09-01-2025,10-01-2025,CL,PYME,Gross Revenue,Activacion,,"189,256,194",Ambicion
09-01-2025,10-01-2025,CL,PYME,Gross Revenue,Recurrencia,<2024,"324,420,956",Ambicion
09-01-2025,10-01-2025,CL,PYME,Gross Revenue,Recurrencia,2024,"451,433,713",Ambicion
09-01-2025,10-01-2025,CL,PYME,Gross Revenue,Recurrencia,2025,"567,876,126",Ambicion
09-01-2025,10-01-2025,CL,PYME,Cost of Fund,Activacion,,"66,239,668",Ambicion
09-01-2025,10-01-2025,CL,PYME,Cost of Fund,Recurrencia,<2024,"138,472,359",Ambicion
09-01-2025,10-01-2025,CL,PYME,Cost of Fund,Recurrencia,2024,"183,723,023",Ambicion
09-01-2025,10-01-2025,CL,PYME,Cost of Fund,Recurrencia,2025,"209,217,520",Ambicion
09-01-2025,10-01-2025,CL,PYME,Cost of Risk,Activacion,,"27,143,913",Ambicion
09-01-2025,10-01-2025,CL,PYME,Cost of Risk,Recurrencia,<2024,"40,176,335",Ambicion
09-01-2025,10-01-2025,CL,PYME,Cost of Risk,Recurrencia,2024,"61,365,900",Ambicion
09-01-2025,10-01-2025,CL,PYME,Cost of Risk,Recurrencia,2025,"81,195,070",Ambicion
09-01-2025,10-01-2025,CL,PYME,Margen Financiero,Activacion,,"123,016,526",Ambicion
09-01-2025,10-01-2025,CL,PYME,Margen Financiero,Recurrencia,<2024,"199,795,832",Ambicion
09-01-2025,10-01-2025,CL,PYME,Margen Financiero,Recurrencia,2024,"267,710,690",Ambicion
09-01-2025,10-01-2025,CL,PYME,Margen Financiero,Recurrencia,2025,"358,658,606",Ambicion
09-01-2025,10-01-2025,CL,PYME,Resultado Comercial,Activacion,,"95,872,613",Ambicion
09-01-2025,10-01-2025,CL,PYME,Resultado Comercial,Recurrencia,<2024,"159,619,497",Ambicion
09-01-2025,10-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2024,"206,344,790",Ambicion
09-01-2025,10-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2025,"277,463,536",Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,Active,<2024,664,Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,Active,2024,979,Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,Active,2025,"2,344",Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,New Active,,458,Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,Old Active,<2024,664,Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,Old Active,2024,979,Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,Old Active,2025,"1,886",Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,Old Operados,<2024,491,Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,Old Operados,2024,660,Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,Old Operados,2025,"1,207",Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,%OldOp/OldActive,<2024,1,Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,%OldOp/OldActive,2024,1,Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,%OldOp/OldActive,2025,1,Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,Total Operados,<2024,491,Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,Total Operados,2024,660,Ambicion
09-01-2025,11-01-2025,CL,PYME,Clientes,Total Operados,2025,"1,665",Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Churn Bruto,<2024,106,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Churn Bruto,2024,147,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Churn Bruto,2025,326,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Churn Bruto Acum.,<2024,"6,969",Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2024,"3,584",Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2025,"1,781",Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Churn Bruto Act,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Churn Bruto Rec,<2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Churn Bruto Rec,2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Churn Bruto Rec,2025,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Resucitados,<2024,73,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Resucitados,2024,80,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Resucitados,2025,115,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Churn Neto,<2024,33,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Churn Neto,2024,67,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,Churn Neto,2025,211,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,% Churn Bruto,<2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,% Churn Bruto,2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,% Churn Bruto,2025,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,% Churn Bruto Act,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,% Churn Bruto Rec,<2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2025,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,%Resurrected,<2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,%Resurrected,2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,%Resurrected,2025,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,%Churn Neto,<2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,%Churn Neto,2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Churn,%Churn Neto,2025,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Originacion,Activacion,,"7,117,511,510",Ambicion
09-01-2025,11-01-2025,CL,PYME,Originacion,Recurrencia,<2024,"13,475,434,596",Ambicion
09-01-2025,11-01-2025,CL,PYME,Originacion,Recurrencia,2024,"17,425,085,468",Ambicion
09-01-2025,11-01-2025,CL,PYME,Originacion,Recurrencia,2025,"25,272,832,291",Ambicion
09-01-2025,11-01-2025,CL,PYME,Originacion Prom,Activacion,,"15,540,418",Ambicion
09-01-2025,11-01-2025,CL,PYME,Originacion Prom,Recurrencia,<2024,"27,470,209",Ambicion
09-01-2025,11-01-2025,CL,PYME,Originacion Prom,Recurrencia,2024,"26,416,287",Ambicion
09-01-2025,11-01-2025,CL,PYME,Originacion Prom,Recurrencia,2025,"20,943,376",Ambicion
09-01-2025,11-01-2025,CL,PYME,Term,,,42,Ambicion
09-01-2025,11-01-2025,CL,PYME,Term,Recurrencia,,42,Ambicion
09-01-2025,11-01-2025,CL,PYME,Term,Activacion,,43,Ambicion
09-01-2025,11-01-2025,CL,PYME,Term,Recurrencia,<2024,42,Ambicion
09-01-2025,11-01-2025,CL,PYME,Term,Recurrencia,2024,42,Ambicion
09-01-2025,11-01-2025,CL,PYME,Term,Recurrencia,2025,42,Ambicion
09-01-2025,11-01-2025,CL,PYME,Rate All In,,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Rate All In,Recurrencia,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Rate All In,Activacion,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Rate All In,Recurrencia,<2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Rate All In,Recurrencia,2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Rate All In,Recurrencia,2025,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Int Rate,,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Int Rate,Recurrencia,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Int Rate,Activacion,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Int Rate,Recurrencia,<2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Int Rate,Recurrencia,2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Int Rate,Recurrencia,2025,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,AD Rate,,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,AD Rate,Recurrencia,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,AD Rate,Activacion,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,AD Rate,Recurrencia,<2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,AD Rate,Recurrencia,2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,AD Rate,Recurrencia,2025,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Fund Rate,,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Fund Rate,Recurrencia,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Fund Rate,Activacion,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Fund Rate,Recurrencia,<2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Fund Rate,Recurrencia,2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Fund Rate,Recurrencia,2025,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Spread,,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Spread,Recurrencia,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Spread,Activacion,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Spread,Recurrencia,<2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Spread,Recurrencia,2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Spread,Recurrencia,2025,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,NTR,,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,NTR,Recurrencia,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,NTR,Activacion,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,NTR,Recurrencia,<2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,NTR,Recurrencia,2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,NTR,Recurrencia,2025,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Risk Rate,,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Risk Rate,Recurrencia,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Risk Rate,Activacion,,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Risk Rate,Recurrencia,<2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Risk Rate,Recurrencia,2024,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Risk Rate,Recurrencia,2025,0,Ambicion
09-01-2025,11-01-2025,CL,PYME,Interest Revenue,Activacion,,"159,185,986",Ambicion
09-01-2025,11-01-2025,CL,PYME,Interest Revenue,Recurrencia,<2024,"256,670,440",Ambicion
09-01-2025,11-01-2025,CL,PYME,Interest Revenue,Recurrencia,2024,"339,383,328",Ambicion
09-01-2025,11-01-2025,CL,PYME,Interest Revenue,Recurrencia,2025,"543,194,574",Ambicion
09-01-2025,11-01-2025,CL,PYME,AD Revenue,Activacion,,"46,215,286",Ambicion
09-01-2025,11-01-2025,CL,PYME,AD Revenue,Recurrencia,<2024,"52,843,914",Ambicion
09-01-2025,11-01-2025,CL,PYME,AD Revenue,Recurrencia,2024,"83,616,182",Ambicion
09-01-2025,11-01-2025,CL,PYME,AD Revenue,Recurrencia,2025,"122,656,839",Ambicion
09-01-2025,11-01-2025,CL,PYME,Gross Revenue,Activacion,,"205,401,272",Ambicion
09-01-2025,11-01-2025,CL,PYME,Gross Revenue,Recurrencia,<2024,"309,514,354",Ambicion
09-01-2025,11-01-2025,CL,PYME,Gross Revenue,Recurrencia,2024,"422,999,511",Ambicion
09-01-2025,11-01-2025,CL,PYME,Gross Revenue,Recurrencia,2025,"665,851,414",Ambicion
09-01-2025,11-01-2025,CL,PYME,Cost of Fund,Activacion,,"71,890,445",Ambicion
09-01-2025,11-01-2025,CL,PYME,Cost of Fund,Recurrencia,<2024,"132,109,785",Ambicion
09-01-2025,11-01-2025,CL,PYME,Cost of Fund,Recurrencia,2024,"172,150,964",Ambicion
09-01-2025,11-01-2025,CL,PYME,Cost of Fund,Recurrencia,2025,"245,313,679",Ambicion
09-01-2025,11-01-2025,CL,PYME,Cost of Risk,Activacion,,"29,459,508",Ambicion
09-01-2025,11-01-2025,CL,PYME,Cost of Risk,Recurrencia,<2024,"38,330,300",Ambicion
09-01-2025,11-01-2025,CL,PYME,Cost of Risk,Recurrencia,2024,"57,500,680",Ambicion
09-01-2025,11-01-2025,CL,PYME,Cost of Risk,Recurrencia,2025,"95,203,601",Ambicion
09-01-2025,11-01-2025,CL,PYME,Margen Financiero,Activacion,,"133,510,827",Ambicion
09-01-2025,11-01-2025,CL,PYME,Margen Financiero,Recurrencia,<2024,"190,615,547",Ambicion
09-01-2025,11-01-2025,CL,PYME,Margen Financiero,Recurrencia,2024,"250,848,547",Ambicion
09-01-2025,11-01-2025,CL,PYME,Margen Financiero,Recurrencia,2025,"420,537,735",Ambicion
09-01-2025,11-01-2025,CL,PYME,Resultado Comercial,Activacion,,"104,051,319",Ambicion
09-01-2025,11-01-2025,CL,PYME,Resultado Comercial,Recurrencia,<2024,"152,285,247",Ambicion
09-01-2025,11-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2024,"193,347,867",Ambicion
09-01-2025,11-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2025,"325,334,134",Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,Active,<2024,637,Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,Active,2024,919,Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,Active,2025,"2,619",Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,New Active,,498,Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,Old Active,<2024,637,Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,Old Active,2024,919,Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,Old Active,2025,"2,121",Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,Old Operados,<2024,505,Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,Old Operados,2024,664,Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,Old Operados,2025,"1,379",Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,%OldOp/OldActive,<2024,1,Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,%OldOp/OldActive,2024,1,Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,%OldOp/OldActive,2025,1,Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,Total Operados,<2024,505,Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,Total Operados,2024,664,Ambicion
09-01-2025,12-01-2025,CL,PYME,Clientes,Total Operados,2025,"1,877",Ambicion
09-01-2025,12-01-2025,CL,PYME,Churn,Churn Bruto,<2024,102,Ambicion
09-01-2025,12-01-2025,CL,PYME,Churn,Churn Bruto,2024,134,Ambicion
09-01-2025,12-01-2025,CL,PYME,Churn,Churn Bruto,2025,350,Ambicion
09-01-2025,12-01-2025,CL,PYME,Churn,Churn Bruto Acum.,<2024,"6,996",Ambicion
09-01-2025,12-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2024,"3,644",Ambicion
09-01-2025,12-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2025,"2,004",Ambicion
